access,defibrillator:location,defibrillator:location:pl,description,description:pl,indoor,latitude,location,longitude,note,note:pl,opening_hours,operator,osm_id,phone,wikimedia_commons
yes,"Defibrylator znajduje się wewnątrz budynku, w punkcie informacyjnym.",,,,yes,51.7792593,,19.4461884,,,Mo-Sa 10:00-22:00,Manufaktura,9580370390,+48426649289,
yes,ściana budynku tawerny,,,,no,54.4811888,,18.5643182,,,,Gdyńskie Centrum Zdrowia,9581594163,,
private,Samochód ratowniczo-gaśniczy OSP Gogołowa,,,,,49.9870315,,18.5930394,,,,Ochotnicza Straż Pożarna Gogołowa,9582615756,,
private,Samochód ratowniczo-gaśniczy OSP Mykanów,,,,,50.922885,,19.1988149,,,,Ochotnicza Straż Pożarna Mykanów,9582634170,,
private,Samochód ratowniczo-gaśniczy OSP Łopuszno,,,,,50.94705,,20.2514318,,,,Ochotnicza Straż Pożarna w Łopusznie,9582682319,,
yes,Na głónej bramie Stadionu Miejskiego im. Kazimierza Deyny,,,,no,53.9694541,,18.5334957,,,24/7,Ośrodek Sportu i Rekreacji w Starogardzie Gdańskim,9582692639,533 236 148,
private,Samochód ratowniczo-gaśniczy OSP Liszki,,,,,50.0378196,,19.765386,,,,Ochotnicza Straż Pożarna w Liszkach,9582698104,,
private,Samochód ratowniczo-gaśniczy OSP Kryspinów,,,,,50.0419488,,19.7980915,,,,Ochotnicza Straż Pożarna w Kryspinowie,9582707895,,
private,Samochód ratowniczo-gaśniczy OSP Strzegom,,,,,50.9619593,,16.3487104,,,,Ochotnicza Straż Pożarna w Strzegomiu,9582712593,,
private,Samochód ratowniczo-gaśniczy OSP Władysławów,,,,,52.1036436,,18.475053,,,,Ochotnicza Straż Pożarna w Władysławowie,9582717766,,
private,Samochód ratowniczo-gaśniczy OSP Choceń,,,,,52.4868245,,19.019402,,,,Ochotnicza Straż Pożarna w Choceniu,9582723252,,
yes,"W remizie OSP Mników - Przytrzymać guzik przez 30 sekund, w momencie uruchomienia syreny alarmowej drzwi zawsze zostaną otwarte",,,,yes,50.0600438,,19.721446,,,24/7,Ochotnicza Straż Pożarna w Mnikowie,9582793274,,
yes,Między wjazdami do garażów remizy OSP Rączna,,,,no,50.0082062,,19.7659171,,,24/7,Ochotnicza Straż Pożarna w Rącznej,9582796746,,
yes,Na ścianie remizy,,,,no,52.017899,,20.7307371,,,24/7,,9582816238,,
yes,,,,,yes,50.0085233,,18.4463882,,,"Mo-We 08:00-15; 00, Th 08:00-17:00, Fr 08:00-13:00",Starostwo Powiatowe w Wodzisławiu Śląskim,9582995136,32 453 97 10,
private,Samochód ratowniczo-gaśniczy PSP Wołów,,,,,51.3348539,,16.6420505,,,,Komenda Powiatowa Państwowej Straży Pożarnej w Wołowie,9583817956,,
yes,"na filarze za wejściem, a przed kasami",,,,yes,51.1201931,,17.0161542,,,Mo-Sa 07:00-21:00; Su 09:00-19:00,Obi,9583867235,,
yes,"Na ścianie sklepu spożywczego, przy Rynku",,,,no,51.6213568,,17.1455517,,,24/7,Urząd Gminy Dubin,9585045940,,
yes,"Przy wejściu do Urządu Gminy, na prawo od drzwi",,,,,50.6074422,,20.5742889,,,24/7,Urząd Gminy w Kijach,9585077972,,
permissive,W korytarzu bocznego wejścia do hali widowiskowo-sportowej Szkoły Podstawowe (od strony bloku nauczycielskiego),,,,yes,53.9445029,,15.5334878,,,,Zespół Szkół Publicznych im. Tadeusza Kościuszki w Rymaniu,9585116450,,
private,Samochód ratowniczo-gaśniczy OSP Rymań,,,,,53.9452638,,15.5282548,,,,Ochotnicza Straż Pożarna w Rymaniu,9585126974,,
customers,"Wewnątrz budynku, na pierwszym piętrze (obok wejścia do pokoju Ewidencji Działalności Gospodarczej)",,,,yes,53.8764591,,21.304585,,,Mo-Fr 07:30-15:30,Urząd Miejski w Mrągowie,9585163541,89 741 90 00,
yes,"Na ścianie Urzędu Gminy, obok schodów",,,,,49.6738392,,19.0952582,,,24/7,Urząd Gminy w Lipowej,9586039212,+48 660 860 112,
yes,Przy wejściu do budynku od strony parkingu,,,,,51.7187563,,17.2258962,,,24/7,Powiatowa Stacja Pogotowania Ratunkowego w Kobylinie,9586166402,,
yes,na prawo od wejścia,,,,no,53.122665,,23.1417848,,,24/7,Urząd Miejski w Białymstoku,9586723460,,
customers,"Na parterze, obok wyjścia oraz recepcji",,,,yes,53.8654713,,21.3049351,,,,Mrągowskie Centrum Kultury,9587574398,89 743 34 50,
permissive,W szatni boiska Orlik,,,,yes,53.8677314,,21.2917882,,,,Zespół Szkół Nr 4,9587602721,,
yes,"Na ścianie zewnętrznej, obok bocznego wejśćia do szkoły",,,,,51.957714,,16.1615673,,,24/7,Zespół Szkoła Podstawowa i Przedszkole Samorządowe z Oddziałem Integracyjnym w Kaszczorze,9587607223,667 707 034,
yes,Na północnej ścianie przychodni zdrowia,,,,,49.5585877,,22.2098277,,,24/7,Samodzielny Publiczny Miejski Zespół Podstawowej Opieki Zdrowotnej w Sanoku,9587672571,13 306 70 70,
yes,"Na zewnętrznej ścianie, na prawo od wejścia do Sklepu Wiejskiego",,,,no,49.8457391,,19.7150288,,,24/7,,9587686317,,
customers,Sala obsługi klienta NFZ. AED dostępny w godzinach pracy placówki.,,,,yes,52.4041487,,16.9273582,,,Mo-Fr 8:00-16:00; Sa-Su off,Narodowy Fundusz Zdrowia,9587929748,,
customers,Rejestarcja POZ- poradnia dla dorosłych,,,,yes,52.4270669,,20.7199739,,,,,9587935528,,
private,"Wewnętrzny parking firmy Snowdog, na ścianie budynku. Dostęp w dni powszednie 7-23",,,,no,52.4045531,,16.9403208,,,Mo-Fr 07:00-23:00,Snowdog,9588364717,,
yes,Przy wejściu do szkoły po lewej stronie,,,,no,52.1681534,,20.7874754,,,,,9589393481,,
yes,Na ścianie zewnętrznej od strony ulicy,,"Remiza OSP Czarna Woda
83-262 Czarna Woda
ul. Mickiewicza 1",,no,53.8449827,,18.0993232,,,"24/7, 00:00-24:00",Starostwo Powiatowe w Starogardzie Gdańskim,9590099117,,
yes,na lewo od wejścia,,,,no,53.1370189,,23.1586167,,,24/7,Urząd Miejski w Białymstoku,9590248034,,
private,,,,,yes,53.1321417,,23.1386802,,,"Mo 08:00-16:00, Tu-Fr 07:30-15:30; PH off",Urząd Marszałkowski Województwa Podlaskiego,9590248085,,
yes,"parking przed basenem, przy paczkomacie",,,,no,53.1302763,,23.1083895,,,24/7,Urząd Miejski w Białymstoku,9590457941,,
yes,na lewo od głównego wejścia do budynku lodowiska,,,,no,53.1212182,,23.1610909,,,24/7,Urząd Miejski w Białymstoku,9590505420,,
yes,na prawo od wejścia do budynku pływalni,,,,no,53.1217976,,23.1507273,,,24/7,Urząd Miejski w Białymstoku,9590800860,,
yes,na lewo od wejścia,,,,no,53.1148803,,23.1292027,,,24/7,Urząd Miejski w Białymstoku,9590924588,,
private,,,,,yes,53.1327954,,23.1474212,,,,Wyższa Szkoła Medyczna,9590925743,,
private,Samochód ratowniczo-gaśniczy,,,,yes,51.2382129,,15.1079757,,,,OSP w Dłużynie Dolnej,9593872704,,
yes,Siedziba służby dyżurnej Szkoły Policji przy głównej bramie wjazdowej.,,,,yes,54.4705191,,17.0338419,,,24/7,,9594344446,,
customers,W budynku Tauronu,,,,yes,51.2951255,,16.9325119,,,Mo-Fr 08:00-16:00,Tauron,9596941300,32 606 0 606,
customers,Defibrylator AED znajduje się w budynku Wydziału Nauk Geograficznych i Geologicznych Uniwersytetu im. Adama Mickiewicza w Poznaniu,,,,yes,52.4637197,,16.9420926,,,,,9597201817,+48 61 829 61 11,
,,,,,yes,52.2426372,,21.0242416,,,,Biblioteka Uniwersytecka w Warszawie,9597542508,,
,Media Markt,,,,yes,51.2393075,,22.5240611,,,,,9598011917,,
yes,przy kasie biletowej Akwarium; poza godzinami zwiedzania wejście przez portiernię od tyłu,,,,yes,54.518383,,18.5576896,,,,,9599427217,,
customers,Recepcja,,,,yes,52.4647232,,16.9832674,,,,,9599770217,,
customers,Punkt informacyjny,,,,yes,52.4720659,,16.9885604,,,,,9599770817,,
yes,Na terenie przedszkola,,,,yes,52.4492868,,16.9987362,,,Mo-Fr 06:00-17:00,,9599775617,,
customers,Na ścianie w poczekalni,,,,yes,52.4515333,,16.9933398,,,,,9599777217,,
customers,Na ścianie w poczekalni,,,,yes,52.4480803,,16.9986563,,,,,9599779117,,
customers,Na ścianie w korytarzu,,,,yes,52.4722016,,16.9878461,,,,,9599780417,,
customers,Na ścianie w poczekalni,,,,yes,52.5168373,,16.9747019,,,,,9599784517,,
customers,W budynku u obsługi Orlika,,,,yes,52.4576607,,16.9966322,,,,,9599787517,,
,na lewo od szatni,,,,,54.5255782,,17.7469452,,,06:00-22:00,,9600002430,,
yes,Na ścianie budynku recepcji.,,,,no,54.1028119,,15.1254976,,,24/7,OSW Bażyna,9602840375,,
customers,W budynku Tauronu,,,,yes,51.3912044,,16.2877491,,,,Tauron,9603086319,32 606 0 606,
customers,W budynku Tauronu,,,,yes,51.1660947,,16.5898999,,,,Tauron,9603086469,32 606 0 606,
customers,W budynku Tauronu,,,,yes,51.6684481,,16.0877636,,,,Tauron,9603086773,32 606 0 606,
customers,W budynku Tauronu,,,,yes,51.3795808,,16.1943144,,,,Tauron,9603087141,32 606 0 606,
private,,,,,yes,49.6016334,,20.883011,,,,OSP Ptaszkowa,9603087411,,
customers,W budynku Tauronu,,,,yes,51.1973661,,17.391175,,,,Tauron,9603088228,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.7834042,,17.0516288,,,,Tauron,9603093015,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.9004752,,15.7503015,,,,Tauron,9603094156,32 606 0 606,
customers,W budynku Tauronu,,,,yes,51.2480322,,15.5616081,,,,Tauron,9603096581,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.4821592,,17.3375201,,,,Tauron,9603098851,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.4438308,,16.6365704,,,,Tauron,9603103307,32 606 0 606,
customers,W budynku Tauronu,,,,yes,51.2702055,,15.9252003,,,,Tauron,9603104417,32 606 0 606,
customers,W budynku Tauronu,,,,yes,51.1088706,,15.2886879,,,,Tauron,9603106543,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.7243858,,16.6301063,,,,Tauron,9603108242,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.901908,,15.7710618,,,,Tauron,9603128444,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.9776406,,18.2022187,,,,Tauron,9603132916,32 606 0 606,
yes,,,,,,50.0472557,,18.5638839,,,24/7,OSP Jankowice,9603135905,,
private,Defibrylator AED znajduje się na wyposażeniu pojazdu ratowniczo-gaśniczych OSP Wieluń,,,,yes,51.2196118,,18.5749874,,,,OSP Wieluń,9603145013,,
no,Defibrylator AED znajduje się w korytarzu na ścianie,,,,yes,51.3513639,,18.8204372,,,,Politechnika Łódzka,9603146554,,
,,,,,,51.6172937,,19.5145237,,,,OSP Tuszyn,9603147090,,
,,,,,,53.1510021,,18.9000627,,,,Pływalnia,9603161008,,
yes,Dwa defibrylatory AED znajdują się na wyposażeniu pojazdów ratowniczo-gaśniczych JRG Wieluń,,,,yes,51.223451,,18.5693426,,,,KP PSP Wieluń,9603181442,+48 43 841 10 20,
customers,W budynku Tauronu,,,,yes,49.9752583,,20.4212451,,,,Tauron Dysrybucja S.A.,9603216339,32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.5122189,,18.2941782,,,,Tauron,9603217815,+48 32 606 0 606,
customers,W budynku Tauronu,,,,yes,50.3432814,,18.1445673,,,,Tauron,9603238179,32 606 0 606,
customers,W budynku Tauronu,,,,yes,49.6167074,,20.6911853,,,,Tauron Dysrybucja S.A.,9603238197,32 606 0 606,
customers,W budynku Tauronu,,,,yes,49.7180926,,20.4126272,,,,Tauron Dysrybucja S.A.,9603245869,32 606 0 606,
customers,W budynku Tauronu,,,,yes,49.4822811,,20.0239375,,,,Tauron Dysrybucja S.A.,9603245870,32 606 0 606,
customers,W kompleksie sportowym AQUA Żyrardów,,,,yes,52.0679773,,20.4466215,,,Mo-Su 06:45-22:00,Aqua Żyrardów,9603258151,46 854 16 46,
customers,Portiernia szkoły muzycznej,,,,yes,51.4045581,,21.1651985,,,,Zespół Szkół Muzycznych im. Oskara Kolberga,9603569917,48 362 76 83,
private,Wyposażenie wozu strażackiego,,,,yes,51.2093047,,19.7250628,,,,,9603783817,,
yes,Przy Barber House of Shaves,,,,no,54.3937375,,18.3962243,,,,,9604307117,,
customers,W Domu Kupców - Instytucie Studiów Iberyjskich,,,,yes,52.2392393,,21.0198176,,,,Uniwersytet Warszawski,9608383379,,
customers,W Wydziale Orientalistycznym,,,,yes,52.2401872,,21.0199722,,,,Uniwersytet Warszawski,9608383380,22 826 36 83,
customers,W dawnym gmachu Biblioteki Uniwersyteckiej,,,,yes,52.2403493,,21.0191843,,,,Uniwersytet Warszawski,9608383403,+48 22 5521305,
customers,W Pałacu Tyszkiewiczów,,,,yes,52.2403765,,21.0169587,,,,Muzeum Uniwersytetu Warszawskiego,9608383404,+48 22 55 20 107,
customers,Na Wydziale Geografii i Studiów Regionalnych,,,,yes,52.2401546,,21.0174768,,,,Uniwersytet Warszawski,9608383405,+48 22 5520631,
yes,Na ścianie budynku.,,,,no,50.0538847,,21.4656009,,,,,9608385817,,
yes,Na ścianie frontowej budynku,,,,no,51.1805134,,18.1442434,,,24/7,,9609276750,+48 693 281 360,
yes,Na ścianie budynku,,,,no,51.2130612,,18.1008281,,,24/7,Ochotnicza Straż Pożarna w Łęce Opatowskiej,9609291103,+48 791 739 398,
private,,,,,,51.9868135,,17.0629856,,,,Ochotnicza Straż Pożarna Dolsk,9609330488,+48 693 386 458,
customers,W Urzędzie Miejskim po lewej stronie na ścianie przy Biurze Obsługi Interesanta,,,,yes,52.5309613,,17.6023903,,,Mo 07:00-17:30; Tu-Fr 07:00-15:30,Urząd Miejski w Gnieźnie,9609340836,+48 61 426 04 00,
private,Samochód ratowniczo-gaśniczy,,,,,51.2135298,,18.14673,,,,Ochotnicza Straż Pożarna Opatów,9609343650,+48 661 265 245,
customers,W Urzędzie Miasta na parterze,,,,yes,51.8957387,,17.7864889,,,Mo-Fr 07:30-19:00,Urząd Miasta i Gminy Pleszew,9609377540,+48 627 428 313,
customers,W budynku Zintegrowanego Centrum Przesiadkowego,,,,yes,52.5303593,,17.6048962,,,Mo-Fr 07:00-17:30,Urząd Miejski w Gnieźnie,9609377820,+48 502 496 562,
yes,Na ścianie przy wejściu do szkoły,,,,no,51.8437695,,17.7592611,,,24/7,Zespół Szkół Publicznych w Taczanowie Drugim,9609387652,+48 627 419 106,
yes,Na ścianie przy wejściu do szkoły,,,,no,51.9078121,,17.832161,,,24/7,Zespół Szkół Publicznych w Lenartowicach,9609411733,+48 627 428 478,
customers,W holu Urzędu Miejskiego,,,,yes,52.131556,,16.2695575,,,Mo 08:00-16:00; Tu-Fr 07:00-15:00,,9609424729,+48 61 29 365 39,
private,Samochód ratowniczo-gaśniczy,,,,,49.9029317,,19.4854705,,,,Ochotnicza Straż Pożarna Tomice,9609430319,+48 600 279 424;+48 608 434 778;+48 531 551 630,
customers,W portierni Domu Pomocy Społecznej,,,,yes,51.8886921,,17.7842985,,,24/7,Dom Pomocy Społecznej w Pleszewie,9609430908,+48 627 421 103,
customers,W gabinecie pielęgniarek,,,,yes,51.8733095,,17.6654744,,,24/7,Dom Pomocy Społecznej w Pleszewie,9609431783,+48 627 421 103,
private,Samochód ratowniczo-gaśniczy,,,,,51.6353073,,17.9604265,,,,Ochotnicza Straż Pożarna Sieroszewice,9609438642,,
private,Samochód ratowniczo-gaśniczy MAN,,,,,52.1539565,,18.0520022,,,,Ochotnicza Straż Pożarna Rzgów,9609440231,+48,
private,Samochód ratowniczo-gaśniczy MAN,,,,,52.1860251,,18.1094273,,,,Ochotnicza Straż Pożarna Osiecza Pierwsza,9609440232,,
private,Samochód ratowniczo-gaśniczy,,,,,51.633633,,18.0614673,,,,Ochotnicza Straż Pożarna Ołobok,9609457344,,
private,Samochód ratowniczo-gaśniczy,,,,,51.6062334,,18.0632767,,,,Ochotnicza Straż Pożarna Masanów,9609479771,+48 781 944 987,
customers,W sekretariacie na II piętrze,,,,yes,54.25822,,16.0550863,,,Mo-We 07:15-15:15; Th 07:15-16:15; Fr 08:15-15:15,Urząd Miejski w Mielnie,9609484002,+48 94 345 98 30,
private,Samochód ratowniczo-gaśniczy,,,,,51.5976697,,18.0860957,,,,Ochotnicza Straż Pożarna Wielowieś,9609497834,,
private,Samochód ratowniczo-gaśniczy,,,,,51.631627,,18.0141026,,,,Ochotnicza Straż Pożarna Rososzyca,9609503180,,
private,Samochód ratowniczo-gaśniczy,Samochód ratowniczo-gaśniczy,,,yes,53.6657828,,15.4462393,,,,Ochotnicza Straż Pożarna w Radowie Małym,9609503557,+48505372368,
yes,Na ścianie po prawej stronie głównego wejścia do urzędu przy tablicy ogłoszeń,,,,no,54.2274025,,16.2926175,,,24/7,Urząd Gminy i Miasta w Sianowie,9609511745,+48 943 469 528,
customers,W pomieszczeniu straży miejskiej,,,,yes,54.2581939,,16.0551818,,,Mo-We 07:15-15:15; Th 07:15-16:15; Fr 08:15-15:15,Urząd Miejski w Mielnie,9609513939,+48 94 345 98 30,
customers,"W budynku szkoły - główne wejście od strony ul. Piastów, na ścianie przy wejściu na halę sportową",,,,yes,54.2256352,,16.2937888,,,Mo-Fr 07:00-21:00,Zespół Administracyjnej Obsługi Oświaty w Sianowie,9609526643,+48 943 185 242,
yes,Na ścianie po prawej stronie głównego wejścia do przychodni zdrowia,,,,no,54.2262527,,16.2981949,,,24/7,Miejsko-Gminny Ośrodek Pomocy Społecznej w Sianowie,9609527459,+48 943 185 512,
yes,Na ścianie frontowej budynku filii biblioteki,,,,no,54.1957724,,16.3572584,,,24/7,Miejsko-Gminny Ośrodek Pomocy Społecznej w Sianowie,9609527460,+48 943 185 512,
yes,Na ścianie kabiny komentatorskiej na trybunach Stadionu Miejskiego,,,,no,54.2225228,,16.2944708,,,24/7,Gminny Zakład Komunalny w Sianowie,9609527629,+48 943 185 357,
customers,"W budynku Dziennego Domu Senior+, wchodząc głównym wejściem od ul. Armii Polskiej, w korytarzu po lewej stronie (za wejściem do sali ćwiczeń)",,,,yes,54.2268161,,16.2923908,,,Mo-Fr 07:00-15:30,Miejsko-Gminny Ośrodek Pomocy Społecznej w Sianowie,9609527909,+48 943 185 512,
private,Samochód ratowniczo-gaśniczy,,,,,54.2252073,,16.2929525,,,,Ochotnicza Straż Pożarna Sianów,9609528683,+48 943 185 110,
private,Samochód ratowniczo-gaśniczy,,,,,51.7992598,,18.336453,,,,Ochotnicza Straż Pożarna w Koźminku,9609528684,+48 792 013 901,
private,Samochód ratowniczo-gaśniczy,,,,,54.284812,,16.21754,,,,Ochotnicza Straż Pożarna Osieki,9609533003,+48 943 185 110,
customers,W budynku Kina Zorza naprzeciw kasy biletowej,,,,yes,54.2272366,,16.291444,,,"Mo-We 07:00-15:00; Th,Fr 07:00-21:00; Sa,Su 15:00-21:00",Centrum Kultury i Biblioteka Publiczna Gminy i Miasta Sianów,9609533679,+48 943 185 353,
private,Samochód ratowniczo-gaśniczy,,,,,54.2970061,,16.2767863,,,,Ochotnicza Straż Pożarna Iwięcino,9609540904,+48 943 185 110,
private,Samochód ratowniczo-gaśniczy,,,,,53.1429383,,15.6818686,,,,Ochotnicza Straż Pożarna Brzeziny,9609543223,+48 667 245 165,
customers,W budynku hali sportowej,,,,yes,54.2321335,,16.2998051,,,Mo-Fr 07:00-21:00,Zespół Administracyjnej Obsługi Oświaty w Sianowie,9609547625,+48 943 185 218,
customers,Wewnątrz budynku szkoły podstawowej przy głównym wejściu,,,,yes,54.2746155,,16.3969861,,,Mo-Fr 07:00-17:00,Zespół Administracyjnej Obsługi Oświaty w Sianowie,9609552252,+48 943 149 630,
yes,"Znajduje się na parterze budynku, wejście od strony noclegowni.",,,,yes,50.2531896,,22.4250393,,,,,9609724717,,
yes,Na ścianie strażnicy OSP RADZIECHOWICE DRUGIE,,,,no,51.0677301,,19.345347,,,,,9610324917,506325533,
private,W budynku strażnicy,,,,yes,51.5025266,,19.7139741,,,,,9610715817,,
customers,Na ścianie za drzwiami wahadłowymi,,,,yes,54.4223858,,16.4106091,,,"Mo-We 07:00-15:00; Th 07:00-16:00; Fr 07:00-14:00; Sa,Su off; PH off",,9610767517,,
yes,Na ścianie przy wejściu,,,,no,53.9659316,,18.52947,,,,,9610823417,,
customers,Na ścianie przy kserokopiarce w hallu,,,,yes,52.3117661,,16.9427104,,,,,9611514017,,
yes,Na samochodzie OSP,,,,yes,49.4995701,,20.0437803,,,,OSP Nowy Targ,9612429717,+48570 290 404,
yes,Na samochodzie JRG,,,,yes,49.4651747,,19.9965439,,,,,9612432217,+47 831 72 78,
yes,Wewnątrz budynku,,,,yes,49.4770924,,20.0346257,,,,,9612433717,,
yes,Wewnątrz budynku,,,,yes,49.4755256,,20.015895,,,,,9612434117,,
yes,Portiernia,,,,yes,49.4840278,,20.0261536,,,,,9612435217,,
customers,Sanepid,,,,yes,49.483387,,20.0328012,,,,,9612435417,,
customers,PPUZ,,,,yes,49.4902791,,20.0460415,,,,,9612437617,,
yes,OSP Nowa Biała,,,,yes,49.4404972,,20.1450848,,,,,9612440717,,
customers,Ratusz,,,,yes,49.4821061,,20.0310794,,,,,9612443217,,
customers,Urząd Miasta,,,,yes,49.4823455,,20.0279492,,,,,9612443417,,
customers,"Leroy Merlin, ściana naprzeciwko kas, w pobliżu kawiarni",,,,yes,53.7573173,,20.4845564,,,,,9620157517,,
,,,,,yes,50.1437223,,19.4361646,,,,Valeo,9620562706,,
,,,,,yes,50.0979928,,19.46437,,,,OSP Płaza,9620562707,,
,,,,,yes,50.1692775,,19.3729305,,,,OSP Balin,9620599394,,
,,,,,yes,50.1770105,,19.3986282,,,,OSP Luszowice,9620599983,,
,,,,,yes,50.099896,,19.3093206,,,,Parafia Przemienienia Pańskiego,9620604711,,
private,,W głębi korytarza przy recepcji.,,,yes,50.0284455,,22.001675,,,,,9623784817,+48 177788199,
yes,,,,,,49.7242902,,19.1531262,,,,Gminny Ośrodek Kultury w Łodygowicach,9623825798,,
customers,W portierni budynku,,,,yes,50.6724873,,17.9350841,,,,Wydział Nauk o Zdrowiu Uniwersytetu Opolskiego,9623835626,+48 77 442 35 28,
yes,Na lewo od głównego wejścia do urzędu,,,,no,49.7318908,,19.1370829,,,24/7,Urząd Gminy Łodygowica,9623867747,+48 33 863 05 00,
customers,,,,,,51.9021085,,15.5712023,,,,"Szkoła Podstawowa nr 24 im. ""Polskich Olimpijczyków""",9626530279,+48 68 3275128,
private,Samochód ratowniczo-gaśniczy,,,,,51.912468,,15.5675988,,,,OSP Racula,9626549228,,
yes,,,,,yes,53.0321377,,15.6621353,,,Mo-Fr 07:00-15:00,Nadleśnictwo Bierzwnik,9628507742,+48 95 768 00 58,
yes,W korytarzu na lewo po wejściu do budynku naprzeciwko sekretariatu p. 100,,,,yes,54.4209945,,18.4791749,,,,,9628950017,+48 58 340 75 60,
,,,,,yes,50.036162,,19.2208289,,,,Urząd Miasta Oświęcim,9629041700,,
,,,,,yes,50.0367183,,19.2308389,,,,Miejska Biblioteka Publiczna w Oświęcimiu,9629068346,,
yes,Na lewo od wejścia do sklepu spożywczego,,,,no,51.3427466,outdoor,16.8472968,,,24/7,Sklep Spożywczo-Przemysłowy DANA,9631993631,,
yes,przed wejściem do MDKu,,,,,50.665489,,17.9215499,,,24/7,,9633168662,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8284717,,19.174089,,,,OSP Bełdów,9633742934,,
private,Samochód ratowniczo-gaśniczy,,,,,54.297665,,16.8767192,,,,OSP Korzybie,9633744603,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8797893,,21.5580712,,,,OSP Rębkowa,9633787010,,
private,Samochód ratowniczo-gaśniczy,,,,,53.9379684,,18.4334504,,,,OSP Sucumin,9633787015,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8534471,,21.5953776,,,,OSP Ruda Talubska,9633787482,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8180833,,19.302881,,,,OSP Aleksandrów Łódzki,9633795069,,
private,Samochód ratowniczo-gaśniczy,,,,,52.6124941,,18.902114,,,,OSP Brześć Kujawski,9633801755,,
yes,Samochód ratowniczo-gaśniczy - W przypadku konieczności użycia załącz syrenę alarmowa przyciskiem znajdującym się obok drzwi,,,,yes,53.9674739,,18.6457054,,,,OSP Klonówka,9633813359,,
private,Samochód ratowniczo-gaśniczy,,,,,49.8371062,,21.98779,,,,OSP Gwoźnica Górna,9633814613,,
permit,Samochód ratowniczo-gaśniczy o numerze operacyjnym 487[o]13. W celu uzyskania dostępu należy uruchomić syrenę alarmową.,,,,yes,50.4555969,,17.7273718,,,,OSP Łącznik,9633814614,,
private,Samochód ratowniczo-gaśniczy,,,,,51.9201798,,21.574793,,,,OSP Miętne,9633821141,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8150666,,19.2425519,,,,OSP Sanie,9633821142,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8663701,,19.1927921,,,,OSP Sobień,9633824645,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8549641,,19.1621247,,,,OSP Prawęcice,9633825094,,
private,Samochód ratowniczo-gaśniczy,,,,,54.562212,,17.7337232,,,,Jednostka OSP Nowa Wieś Lęborska,9633825564,,
private,Samochód ratowniczo-gaśniczy,,,,,50.6938402,,22.5648692,,,,OSP Dzwola,9633831606,665 646 266,
,Samochód ratowniczo-gaśniczy,,,,,54.1921145,,16.8754718,,,,OSP Biesowice,9633832289,,
private,Samochód ratowniczo-gaśniczy,,,,,52.5470813,,18.4955437,,,,OSP Piotrków Kujawski,9633834149,,
private,Samochód ratowniczo-gaśniczy,,,,,53.5891108,,17.9846676,,,,OSP Nowy Sumin,9633837184,,
private,Samochód ratowniczo-gaśniczy,,,,,50.7059483,,22.5345449,,,,OSP Krzemień Pierwszy,9633839426,663 727 971,
private,Samochód ratowniczo-gaśniczy,,,,,49.8427565,,21.9250207,,,,OSP Konieczkowa,9633844729,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8569265,,19.32814,,,,OSP Jastrzębie Górne,9633845438,,
private,Samochód ratowniczo-gaśniczy,,,,,54.6411708,,17.7172313,,,,Jednostka OSP Łebień,9633845453,,
private,Samochód ratowniczo-gaśniczy,,,,,51.9030139,,21.5564879,,,,OSP Wola Rębowska,9633845715,,
private,Samochód ratowniczo-gaśniczy,,,,,54.3679106,,17.1625936,,,,OSP Dębnica Kaszubska,9633850487,,
private,Samochód ratowniczo-gaśniczy,,,,,54.0776887,,18.5532166,,,,OSP Siwiałka,9633853723,,
private,Samochód ratowniczo-gaśniczy,,,,,51.8539962,,19.2061802,,,,OSP Chrośno,9633853726,,
private,Samochód ratowniczo-gaśniczy,,,,,54.323253,,17.332033,,,,OSP Motarzyno,9633853850,,
private,Samochód ratowniczo-gaśniczy,,,,,54.2079042,,17.5524523,,,,OSP Pomysk Wielki,9633856622,,
private,Samochód ratowniczo-gaśniczy,,,,,49.8062863,,21.8892081,,,,OSP Lutcza,9633856634,,
private,Samochód ratowniczo-gaśniczy,,,,,49.8483453,,21.8732701,,,,OSP Jawornik,9633860681,,
private,Samochód ratowniczo-gaśniczy,,,,,54.1380651,,17.4235134,,,,OSP Niezabyszewo,9633861453,,
private,Samochód ratowniczo-gaśniczy,,,,,51.836561,,19.1900633,,,,OSP Bełdów –Krzywa Wieś,9633863135,,
private,Samochód ratowniczo-gaśniczy,,,,,52.6458888,,18.9378126,,,,OSP Machancz,9633866894,,
