name,phone,email,city,street,buildNr,postalCode,specialization,lat,lon
Oddział neonatologiczny,29 743 76 23,kancelaria@szpitalwyszkow.pl,Wyszków,Komisji Edukacji Narodowej,1,07-200,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,29 743 76 92,kancelaria@szpitalwyszkow.pl,Wyszków,Komisji Edukacji Narodowej,1,07-200,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,29 743 76 65,kancelaria@szpitalwyszkow.pl,Wyszków,Komisji Edukacji Narodowej,1,07-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,29 743 76 62,kancelaria@szpitalwyszkow.pl,Wyszków,Komisji Edukacji Narodowej,1,07-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,29 743 76 34,kancelaria@szpitalwyszkow.pl,Wyszków,Komisji Edukacji Narodowej,1,07-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(24) 364 61 79,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,(24) 364 62 16,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,"oddz. I (24) 364 61 26, oddz. II (24) 364 61 31",sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,(24) 364 61 39,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział pediatryczny,(24) 364 61 45,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,(24) 364 61 49,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,"(24) 364 61 53, (24) 364 67 62",sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział intensywnego nadzoru kardiologicznego,(24) 364 615 5,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział intensywnego nadzoru kardiologicznego,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,(24) 364 61 61,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,(24) 364 61 71,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,(24) 364 61 30,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział neonatologiczny,(24) 364 61 74,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział okulistyczny,(24) 364 61 77,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział okulistyczny,52.9154671,22.52234943288953
Oddział urologiczny,(24) 364 62 05,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział urologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(24) 364 61 88,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(24) 364 62 08,sekretariat@wszplock.pl,Płock,Medyczna,19,09-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(23) 661 77 39,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(23) 661 77 50,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział kardiologiczny,(23) 661 77 46,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(23) 661 77 35,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział pediatryczny,(23) 661 77 43,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,(23) 661 77 68,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział neonatologiczny,(23) 661 77 71,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(23) 661 77 51,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(23) 661 77 96,sekretariat@szpitalplonsk.pl,Płońsk,Henryka Sienkiewicza,7,09-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Centrum urazowe dla dzieci,85 74 50 676,sor@udsk.pl,Białystok,Jerzego Waszyngtona,17,15-274,,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,85 83 18 672,klchirog@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,85 83 18 287,chgastro@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,85 83 18 221,nch@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,85 83 18 282,klinikaortopedii@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,85 83 18 302,kait@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział kardiochirurgiczny,85 83 18 464,kardiochirurgia@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział kardiochirurgiczny,52.9154671,22.52234943288953
Oddział neurologiczny,85 83 18 326,neurosek@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,85 83 18 656,szpital@umwb.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,85 83 18 496,kki@umwb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chirurgii naczyniowej,85 83 18 277,chirnacz@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział chirurgii naczyniowej,52.9154671,22.52234943288953
Oddział udarowy,85 83 18 326,neurosek@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział udarowy,52.9154671,22.52234943288953
Oddział chirurgii klatki piersiowej,85 83 18 273,thorax@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział chirurgii klatki piersiowej,52.9154671,22.52234943288953
Oddział chirurgii szczękowo-twarzowej,85 83 18 375,kchszt@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział chirurgii szczękowo-twarzowej,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,85 83 18 269,otol@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział urologiczny,85 83 18 286,urologia@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział urologiczny,52.9154671,22.52234943288953
Oddział okulistyczny,85 83 18 372,szpital@uskwb.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział okulistyczny,52.9154671,22.52234943288953
Oddział hematologiczny,85 83 18 603,hem@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział hematologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,85 83 18 345,klinper@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,85 83 18 347,gineko@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział neonatologiczny,85 83 18 338,neonatologia@poczta-usk.pl,Białystok,M. Curie-Skłodowskiej,24A,15-276,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział nefrologiczny,85 831 80 00,nefrologia@umb.edu.pl,Białystok,M. Curie-Skłodowskiej,24 A,15-276,Oddział nefrologiczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,85 74 09 476,szpital_zurawia@uskwb.pl,Białystok,Żurawia,14,15-540,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chorób zakaźnych,85 74 09 487,szpital_zurawia@uskwb.pl,Białystok,Żurawia,14,15-540,Oddział chorób zakaźnych,52.9154671,22.52234943288953
Oddział nefrologiczny,85 74 09 604,szpital_zurawia@uskwb.pl,Białystok,Żurawia,14,15-540,Oddział nefrologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,85 74 88 100,chirurgia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,85 74 88 100,ortopedia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,85 74 88 100,wewnetrzny@sniadecja.pl,Białystok,Wołodyjowskiego,2,15-272,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,85 74 88 100,gastrologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział kardiologiczny,85 748 81 00,kardiologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział intensywnego nadzoru kardiologicznego,85 74 88 100,oink@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział intensywnego nadzoru kardiologicznego,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,85 74 88 100,oit@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział neurologiczny,85 74 88 100,neurologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział udarowy,8574 88 100,neurologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,26,15-950,Oddział udarowy,52.9154671,22.52234943288953
Oddział urologiczny,85 74 88 100,urologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział urologiczny,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,85 74 88 100,laryngologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział okulistyczny,85 74 88 100,okulistyka@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Oddział okulistyczny,52.9154671,22.52234943288953
Pracownia hemodynamiki,85 74 88 100,sekretariat@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,25,15-950,Pracownia hemodynamiki,52.9154671,22.52234943288953
Oddział neonatologiczny,85 74 88 100,neonatologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,26,15-950,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,85 74 88 100,ginekologia@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,26,15-950,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział pediatryczny,85 74 88 100,pediatria@sniadecja.pl,Białystok,M. Curie-Skłodowskiej,26,15-950,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział pediatryczny,85 74 50 732,2klchdz@umb.edu.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział pediatryczny,857450710,kln.gastroenterologia@udsk.pl,Białystok,Jerzego Waszyngtona,17.       ,15-274,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział neurologiczny dla dzieci,85 74 50 500,sekretariat@udsk.pl,Białystok,Jerzego Waszyngtona,17.       ,15-274,Oddział neurologiczny dla dzieci,52.9154671,22.52234943288953
Oddział onkologii i hematologii dziecięcej,0857450500,dsk@umwb.edu.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział onkologii i hematologii dziecięcej,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny dla dzieci,85 745 08 32,kln.otolaryngologia@udsk.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział otorynolaryngologiczny dla dzieci,52.9154671,22.52234943288953
Oddział okulistyczny dla dzieci,85 745 08 58,kln.okulistyka@udsk.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział okulistyczny dla dzieci,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej dla dzieci,85 745 08 95,kln.ortopedia@udsk.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział chirurgii urazowo-ortopedycznej dla dzieci,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii dla dzieci,85 74 50 500,dsk@umb.edu.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział anestezjologii i intensywnej terapii dla dzieci,52.9154671,22.52234943288953
Centrum urazowe,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,,52.9154671,22.52234943288953
Centrum urazowe dla dzieci,91 425 30 00,szpital@spsk1.szn.pl,Szczecin,Unii Lubelskiej,1,71-252,,52.9154671,22.52234943288953
Oddział pediatryczny,85 74 50 622,pediatria@umb.edu.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,85 74 50 921,pedsurg@umb.edu.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny dla dzieci,85 74 50 500,dsk@umb.edu.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział obserwacyjno-zakaźny dla dzieci,52.9154671,22.52234943288953
Oddział nefrologiczny dla dzieci,85 74 50 500,dsk@umb.edu.pl,Białystok,Jerzego Waszyngtona,17,15-274,Oddział nefrologiczny dla dzieci,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,85 83 34 332,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,85 83 34 343,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział pediatryczny,85 83 34 317,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,85 83 34 352,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,85 83 34 356,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,85 83 34 376,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział Chirurgiczny z Pododdziałem Chirurgii Naczyniowej,85 833 43 24,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neonatologii,85 83 34 352,sekretariat@spzoz-bielsk.pl,Bielsk Podlaski,Kleszczelowska,1,17-100,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,85 68 29 126,szpital@spzozhajnowka.pl,Hajnówka,Doc. Adama Dowgirda,9,17-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział pediatryczny,85 68 29 270,szpital@spzozhajnowka.pl,Hajnówka,Doc. Adama Dowgirda,9,17-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,85 68 29 262,szpital@spzozhajnowka.pl,Hajnówka,Doc. Adama Dowgirda,9,17-200,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,85 68 29 287,szpital@spzozhajnowka.pl,Hajnówka,Doc. Adama Dowgirda,9,17-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,85 68 29 283,szpital@spzozhajnowka.pl,Hajnówka,Doc. Adama Dowgirda,9,17-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,85 68 29 280,szpital@spzozhajnowka.pl,Hajnówka,Doc. Adama Dowgirda,9,17-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,85 68 29 210,szpital@spzozhajnowka.pl,Hajnówka,Doc. Adama Dowgirda,9,17-200,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej," 22 250-62-02, 22 250-62-12",sekretariat@cmsolec.pl,Warszawa,rtm. Witolda Pileckiego,99,02-781,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,22 250-62-82,sekretariat@cmsolec.pl,Warszawa,rtm. Witolda Pileckiego,99,02-781,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,"22 250-62-91, 22 250-62-55 			",sekretariat@cmsolec.pl,Warszawa,rtm. Witolda Pileckiego,99,02-781,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział kardiologiczny,22 250-62-34 ,sekretariat@cmsolec.pl,Warszawa,rtm. Witolda Pileckiego,99,02-781,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neonatologiczny, 22 250-62-73 ,sekretariat@cmsolec.pl,Warszawa,rtm. Witolda Pileckiego,99,02-781,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,86 47 75 510,ortopedia.o@szpitalwysmaz.pl,Wysokie Mazowieckie,Szpitalna,5,18-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,86 47 75 452,chirurgia.p@szpitalwysmaz.pl,Wysokie Mazowieckie,Szpitalna,5,18-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,86 47 75 542,oit@szpitalwysmaz.pl,Wysokie Mazowieckie,Szpitalna,5,18-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,86 47 75 473,wewnetrzny.s@szpitalwysmaz.pl,Wysokie Mazowieckie,Szpitalna,5,18-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,86 47 75 474,dzieciecy.o@szpitalwysmaz.pl,Wysokie Mazowieckie,Szpitalna,5,18-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,86 47 75 435,ginekologia.o@szpitalwysmaz.pl,Wysokie Mazowieckie,Szpitalna,5,18-200,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział neonatologiczny,86 47 75 470,ginekologia.o@szpitalwysmaz.pl,Wysokie Mazowieckie,Szpitalna,5,18-200,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,85 72 20 427,sekretariat@szpitalsokolka.pl,Sokółka,gen. Władysława Sikorskiego,40,16-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,85 72 20 527,sekretariat@szpitalsokolka.pl,Sokółka,gen. Władysława Sikorskiego,40,16-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,85 722 04 63,sekretariat@szpitalsokolka.pl,Sokółka,gen. Władysława Sikorskiego,40,16-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,85 72 20 480,sekretariat@szpitalsokolka.pl,Sokółka,gen. Władysława Sikorskiego,40,16-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,85 72 20 425,sekretariat@szpitalsokolka.pl,Sokółka,gen. Władysława Sikorskiego,40,16-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,85 72 20 429,sekretariat@szpitalsokolka.pl,Sokółka,gen. Władysława Sikorskiego,40,16-100,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział neonatologiczny,85 72 20 478,sekretariat@szpitalsokolka.pl,Sokółka,gen. Władysława Sikorskiego,40,16-100,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11      ,18-404,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział udarowy,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11       ,18-400,Oddział udarowy,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział kardiologiczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział neurologiczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział otorynolaryngologiczny,52.9154671,22.52234943288953
Oddział urologiczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11       ,18-400,Oddział urologiczny,52.9154671,22.52234943288953
Oddział okulistyczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział okulistyczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział pediatryczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Pracownia hemodynamiki,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11    ,18-404,Pracownia hemodynamiki,52.9154671,22.52234943288953
Pracownia hemodynamiki,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Pracownia hemodynamiki,52.9154671,22.52234943288953
Oddział nefrologiczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział nefrologiczny,52.9154671,22.52234943288953
Oddział neonatologiczny,86 47 33 900,sekretariat@szpital-lomza.pl,Łomża,Aleja Józefa Piłsudskiego,11.       ,18-404,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział kardiologii,86 27 23 271,szpital_grajewo@post.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chirurgii ogólnej,86 27 23 271,sekretariat@szpital-grajewo.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,86 27 23 271,sekretariat@szpital-grajewo.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,86 27 23 271,sekretariat@szpital-grajewo.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,86 27 23 271,sekretariat@szpital-grajewo.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział Urazowo-Ortopedyczny,86 27 23 271,szpital_grajewo@post.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział dziecięcy,86 27 23 271,sekretariat@szpital-grajewo.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział położniczo - ginekologiczny,86 27 23 271,sekretariat@szpital-grajewo.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział noworodkowy,86 27 23 271,sekretariat@szpital-grajewo.pl,Grajewo,Konstytucji 3-go Maja,34,19-200,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział Anestezjologii i Intensywnej Terapii z Pododdziałem Anestezjologii i Intensywnej Terapii Dziecięcej,87 56 29 282,wojewodzki@szpital.suwalki.pl,Suwałki,Szpitalna,60,16-400,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
